Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Permuted,NEC_seed16_permuteTRUE_fold5,16,5,meta_aloneRFE,0.4319078947368421,6,5,NA,22
Permuted,NEC_seed16_permuteTRUE_fold5,16,5,meta_dataGLM,0.6226973684210526,2,5,NA,5
Permuted,NEC_seed16_permuteTRUE_fold5,16,5,mbiome_DCV-ridgeRegression,0.5582236842105264,8,6,NA,5
Permuted,NEC_seed16_permuteTRUE_fold5,16,5,mbiome_DCV-ridgeEnsemble,0.4029605263157895,8,6,NA,5
Permuted,NEC_seed16_permuteTRUE_fold5,16,5,mbiome_DCV-rfRFE,0.49375,6,5,NA,5
Permuted,NEC_seed16_permuteTRUE_fold5,16,5,mbiome + meta_dataRFE,0.5503289473684211,9,6,NA,5
Permuted,NEC_seed16_permuteTRUE_fold5,16,5,mbiome + meta_dataGLM,0.6226973684210526,2,11,NA,11
