Scenario,Dataset,Seed,Fold,Approach,AUC,number_parts,number_ratios,comp_time,base_dims
Permuted,NEC_seed10_permuteTRUE_fold3,10,3,meta_aloneRFE,0.7742608695652174,8,7,NA,22
Permuted,NEC_seed10_permuteTRUE_fold3,10,3,meta_dataGLM,0.5,0,7,NA,7
Permuted,NEC_seed10_permuteTRUE_fold3,10,3,mbiome_DCV-ridgeRegression,0.6838260869565217,12,20,NA,7
Permuted,NEC_seed10_permuteTRUE_fold3,10,3,mbiome_DCV-ridgeEnsemble,0.560695652173913,12,20,NA,7
Permuted,NEC_seed10_permuteTRUE_fold3,10,3,mbiome_DCV-rfRFE,0.46469565217391307,7,8,NA,7
Permuted,NEC_seed10_permuteTRUE_fold3,10,3,mbiome + meta_dataRFE,0.7276521739130435,14,13,NA,7
Permuted,NEC_seed10_permuteTRUE_fold3,10,3,mbiome + meta_dataGLM,0.5,0,27,NA,27
